FECHA;CIERRE;APERTURA;MAX;MIN;Vol.
20.03.2015;11419.6;11.109.80;11.458.30;11.090.20;618.65M
19.03.2015;11091;11.062.90;11.146.50;11.040.20;259.18M
18.03.2015;11050;11.057.40;11.076.00;10.957.70;295.71M
17.03.2015;11028.1;11.117.50;11.129.00;10.953.70;260.65M
16.03.2015;11114.7;11.082.40;11.146.70;11.077.40;292.85M
13.03.2015;11033.8;11.072.90;11.077.70;10.993.50;253.11M
12.03.2015;11011.8;11.022.90;11.068.00;10.993.10;439.29M
11.03.2015;11021.8;10.950.30;11.048.20;10.908.00;265.92M
10.03.2015;10902.2;11.060.50;11.081.20;10.858.40;299.03M
09.03.2015;11054.2;11.007.90;11.078.80;10.962.40;221.02M
06.03.2015;11091.9;11.144.50;11.158.90;11.070.20;272.19M
05.03.2015;11124.4;11.078.10;11.154.30;11.039.20;260.66M
04.03.2015;11051.3;11.048.10;11.079.30;10.921.40;253.27M
03.03.2015;11014.7;11.197.60;11.212.80;11.001.70;246.88M
02.03.2015;11178.5;11.190.50;11.239.80;11.123.30;312.32M
27.02.2015;11178.3;11.142.90;11.184.50;11.070.80;412.54M
26.02.2015;11139.5;11.023.30;11.145.90;11.014.40;271.21M
25.02.2015;11049.5;11.027.90;11.072.50;11.011.70;255.50M
24.02.2015;11064.5;11.027.70;11.082.70;10.951.10;297.63M
23.02.2015;10990.1;11.001.30;11.015.40;10.935.10;272.02M
20.02.2015;10879.3;10.889.80;10.916.80;10.759.00;336.30M
19.02.2015;10910.4;10.781.00;10.918.40;10.726.30;350.26M
18.02.2015;10805.3;10.764.60;10.852.60;10.764.10;298.37M
17.02.2015;10698;10.591.60;10.730.10;10.526.60;272.47M
16.02.2015;10689.5;10.717.80;10.793.10;10.679.90;220.58M
13.02.2015;10739.5;10.618.50;10.794.90;10.606.70;427.94M
12.02.2015;10562.2;10.349.60;10.607.10;10.328.50;328.00M
11.02.2015;10364.8;10.496.10;10.516.50;10.342.80;237.22M
10.02.2015;10500.1;10.389.80;10.561.40;10.338.60;275.83M
09.02.2015;10364.9;10.467.80;10.473.30;10.289.70;290.05M
06.02.2015;10573.1;10.547.10;10.606.80;10.497.50;278.01M
05.02.2015;10535.5;10.451.70;10.535.50;10.388.90;301.15M
04.02.2015;10577.8;10.620.90;10.688.00;10.497.40;386.83M
03.02.2015;10598.2;10.426.80;10.634.20;10.414.60;446.42M
02.02.2015;10328.1;10.396.60;10.401.00;10.136.40;443.72M
30.01.2015;10403.3;10.562.60;10.581.60;10.336.10;418.61M
29.01.2015;10507.6;10.391.20;10.513.10;10.320.80;336.72M
28.01.2015;10456.9;10.676.60;10.687.00;10.395.60;366.62M
27.01.2015;10598.9;10.669.50;10.707.10;10.528.10;322.88M
26.01.2015;10696.1;10.502.60;10.716.90;10.451.00;309.10M
23.01.2015;10581.5;10.604.90;10.693.00;10.532.40;493.57M
22.01.2015;10510.6;10.382.20;10.560.90;10.339.60;508.50M
21.01.2015;10335.3;10.325.00;10.340.30;10.147.00;367.57M
20.01.2015;10283.9;10.194.90;10.332.30;10.186.70;446.60M
19.01.2015;10157.5;10.091.30;10.193.80;10.036.70;253.51M
16.01.2015;10038.9;9.948.60;10.060.20;9.882.10;367.66M
15.01.2015;9982.5;9.953.10;10.008.90;9.646.40;408.08M
14.01.2015;9846;9.801.70;10.013.80;9.778.90;474.51M
13.01.2015;9966;9.762.40;9.996.10;9.757.30;407.22M
12.01.2015;9797.5;9.805.50;9.882.10;9.682.10;454.28M
09.01.2015;9719;10.080.00;10.080.00;9.610.10;789.49M
08.01.2015;10115;10.053.20;10.143.00;9.970.30;320.45M
07.01.2015;9891.4;9.937.30;10.051.20;9.836.40;290.12M
06.01.2015;9871.1;10.040.70;10.060.80;9.871.10;282.86M
05.01.2015;9993.3;10.267.20;10.390.80;9.977.80;299.61M
02.01.2015;10350.8;10.386.70;10.440.30;10.232.30;220.24M
31.12.2014;10279.5;10.260.20;10.305.80;10.253.50;83.61M
30.12.2014;10279.2;10.365.40;10.365.40;10.269.40;163.93M
29.12.2014;10394.2;10.427.80;10.446.30;10.216.20;220.89M
24.12.2014;10481.8;10.456.10;10.495.90;10.437.80;45.21M
23.12.2014;10477.7;10.380.20;10.477.70;10.314.40;161.43M
22.12.2014;10371;10.387.50;10.458.00;10.294.90;186.41M
19.12.2014;10363.6;10.483.40;10.500.10;10.186.70;497.37M
18.12.2014;10391.3;10.218.00;10.391.30;10.167.20;417.88M
17.12.2014;10049.5;9.990.70;10.100.50;9.916.90;342.11M
16.12.2014;10081.9;9.954.20;10.095.10;9.661.00;563.12M
15.12.2014;9903.9;10.149.60;10.268.20;9.900.30;334.26M
12.12.2014;10145;10.358.20;10.407.50;10.127.50;293.90M
11.12.2014;10431.8;10.397.40;10.505.80;10.322.70;273.89M
10.12.2014;10396.9;10.536.30;10.593.30;10.347.20;272.36M
09.12.2014;10461.6;10.704.30;10.707.30;10.461.20;367.39M
08.12.2014;10805.2;10.864.60;10.919.30;10.805.20;189.14M
05.12.2014;10900.7;10.756.40;10.906.10;10.718.10;335.92M
04.12.2014;10619.9;10.902.70;10.928.30;10.587.00;397.24M
03.12.2014;10875.9;10.776.10;10.903.10;10.754.90;285.48M
02.12.2014;10749.2;10.701.10;10.763.00;10.653.20;228.19M
01.12.2014;10672.8;10.700.60;10.757.60;10.648.20;231.09M
28.11.2014;10770.7;10.722.30;10.772.20;10.656.50;228.44M
27.11.2014;10727.6;10.660.40;10.745.40;10.629.10;195.15M
26.11.2014;10647;10.723.20;10.736.40;10.610.10;230.99M
25.11.2014;10699.6;10.621.90;10.792.30;10.609.40;448.00M
24.11.2014;10642.5;10.558.70;10.715.10;10.528.80;361.46M
21.11.2014;10520.8;10.225.60;10.542.50;10.209.00;432.60M
20.11.2014;10209.2;10.351.50;10.351.50;10.132.20;372.10M
19.11.2014;10376.8;10.395.80;10.451.80;10.328.90;335.20M
18.11.2014;10432.9;10.320.10;10.466.30;10.296.30;318.10M
17.11.2014;10309;10.061.10;10.336.30;10.040.90;355.98M
14.11.2014;10148;10.192.30;10.195.10;10.056.80;405.11M
13.11.2014;10140.4;10.207.60;10.252.30;10.044.20;288.33M
12.11.2014;10157.3;10.307.00;10.342.60;10.136.40;287.99M
11.11.2014;10338.8;10.319.80;10.418.40;10.296.10;246.12M
10.11.2014;10273;10.103.90;10.282.40;10.052.20;224.42M
07.11.2014;10126.3;10.291.00;10.311.50;10.017.50;319.46M
06.11.2014;10261.8;10.242.70;10.463.30;10.175.30;372.89M
05.11.2014;10276.9;10.246.60;10.310.60;10.131.20;312.66M
04.11.2014;10154.4;10.361.00;10.455.20;10.140.50;338.02M
03.11.2014;10374.4;10.454.30;10.508.80;10.333.30;285.48M
31.10.2014;10477.8;10.448.40;10.513.30;10.324.80;401.75M
30.10.2014;10263.7;10.304.60;10.340.30;9.994.80;358.03M
29.10.2014;10247.8;10.406.00;10.441.10;10.204.80;313.34M
28.10.2014;10394.8;10.260.20;10.423.40;10.248.60;276.85M
27.10.2014;10195.2;10.469.40;10.474.80;10.093.40;383.78M
24.10.2014;10339.3;10.299.40;10.369.00;10.260.70;278.42M
23.10.2014;10333.7;10.202.70;10.359.00;10.127.00;311.53M
22.10.2014;10249.9;10.169.60;10.249.90;10.067.00;335.12M
21.10.2014;10152.1;9.893.50;10.167.80;9.851.50;368.72M
20.10.2014;9915.2;9.898.90;9.958.90;9.802.80;335.39M
17.10.2014;9956.8;9.723.00;9.977.40;9.651.10;436.59M
16.10.2014;9669.7;9.897.20;9.942.00;9.370.50;786.59M
15.10.2014;9838.5;10.204.70;10.225.60;9.774.90;448.12M
14.10.2014;10204.9;10.138.10;10.236.80;10.016.50;300.59M
13.10.2014;10187.3;10.072.40;10.274.80;10.042.20;239.63M
10.10.2014;10150.5;10.186.70;10.290.90;10.102.40;359.00M
09.10.2014;10273.7;10.465.30;10.470.80;10.201.00;307.92M
08.10.2014;10339;10.384.60;10.460.90;10.320.00;327.29M
07.10.2014;10430.7;10.610.00;10.610.00;10.422.10;268.33M
06.10.2014;10645.7;10.657.60;10.728.80;10.632.50;198.11M
03.10.2014;10567.6;10.561.00;10.582.00;10.436.40;239.76M
02.10.2014;10418.1;10.742.50;10.769.30;10.418.10;406.48M
01.10.2014;10753.2;10.793.90;10.889.30;10.734.60;274.95M
30.09.2014;10825.5;10.724.50;10.860.10;10.714.00;277.85M
29.09.2014;10686;10.828.20;10.852.70;10.625.50;241.84M
26.09.2014;10851.4;10.770.60;10.891.00;10.701.20;203.76M
25.09.2014;10783.1;10.847.80;10.948.60;10.733.10;276.50M
24.09.2014;10856.9;10.798.90;10.860.50;10.679.20;256.97M
23.09.2014;10801.8;10.918.90;10.918.90;10.781.20;263.28M
22.09.2014;10947.9;10.961.90;11.026.50;10.930.50;194.77M
19.09.2014;11001.9;11.108.90;11.191.80;11.001.90;381.04M
18.09.2014;10991;10.931.80;11.016.50;10.899.20;262.36M
17.09.2014;10907.4;10.855.00;10.939.20;10.818.10;246.26M
16.09.2014;10798.7;10.829.90;10.836.70;10.737.30;258.02M
15.09.2014;10841.3;10.849.80;10.894.80;10.815.20;156.41M
12.09.2014;10888.9;10.895.70;10.930.20;10.838.90;153.43M
11.09.2014;10886.3;10.951.90;10.963.50;10.823.90;210.04M
10.09.2014;10937.8;10.909.90;10.937.80;10.821.30;237.81M
09.09.2014;10951.6;11.060.20;11.080.60;10.939.70;204.79M
08.09.2014;11102.6;11.158.40;11.163.00;11.043.00;179.76M
05.09.2014;11148.9;11.085.50;11.182.00;11.062.20;269.75M
04.09.2014;11100.1;10.853.80;11.146.60;10.835.40;400.31M
03.09.2014;10886.8;10.799.20;10.927.20;10.783.40;218.74M
02.09.2014;10755;10.768.50;10.822.60;10.736.40;168.16M
01.09.2014;10746.5;10.749.20;10.784.10;10.693.90;107.65M
29.08.2014;10728.8;10.742.70;10.785.30;10.614.50;190.47M
28.08.2014;10722.2;10.808.50;10.844.40;10.688.00;179.77M
27.08.2014;10837.4;10.821.90;10.883.80;10.787.40;190.91M
26.08.2014;10826.9;10.672.40;10.835.50;10.669.40;215.49M
25.08.2014;10690.1;10.607.10;10.695.70;10.563.60;148.34M
22.08.2014;10500.2;10.582.10;10.588.70;10.436.40;155.28M
21.08.2014;10556.4;10.429.80;10.569.30;10.386.70;168.28M
20.08.2014;10420.9;10.390.60;10.428.10;10.338.30;135.51M
19.08.2014;10386.5;10.407.50;10.416.60;10.367.20;119.98M
18.08.2014;10353.4;10.350.40;10.372.20;10.284.10;150.18M
15.08.2014;10222.2;10.320.80;10.417.70;10.203.70;197.00M
14.08.2014;10294.8;10.274.10;10.339.20;10.210.70;156.13M
13.08.2014;10304;10.304.10;10.330.20;10.250.50;183.23M
12.08.2014;10241.5;10.195.90;10.324.10;10.161.90;190.72M
11.08.2014;10193.5;10.226.60;10.245.70;10.148.60;173.37M
08.08.2014;10104.8;9.981.20;10.183.00;9.946.90;274.09M
07.08.2014;10078.6;10.235.80;10.258.90;10.049.90;321.04M
06.08.2014;10246.2;10.282.00;10.330.30;10.121.50;306.36M
05.08.2014;10353.8;10.524.70;10.534.70;10.314.40;258.78M
04.08.2014;10496.2;10.585.80;10.589.40;10.463.90;206.95M
01.08.2014;10514;10.682.80;10.701.40;10.478.30;297.75M
31.07.2014;10707.2;10.934.90;10.943.90;10.663.30;302.66M
30.07.2014;10937.4;10.927.80;11.016.10;10.888.60;241.84M
29.07.2014;10901.2;10.901.60;10.964.30;10.854.20;199.82M
28.07.2014;10879.8;10.940.50;10.963.90;10.801.60;200.63M
25.07.2014;10888.1;10.839.60;10.941.90;10.832.10;273.05M
24.07.2014;10860.7;10.668.30;10.860.70;10.618.10;335.62M
23.07.2014;10659.1;10.624.20;10.700.00;10.604.80;213.23M
22.07.2014;10648.9;10.531.00;10.667.90;10.504.70;231.98M
21.07.2014;10482;10.521.70;10.530.60;10.447.60;156.59M
18.07.2014;10527;10.477.50;10.527.00;10.425.30;201.07M
17.07.2014;10543.3;10.617.60;10.643.00;10.507.80;208.17M
16.07.2014;10668.4;10.522.20;10.680.20;10.496.60;225.51M
15.07.2014;10475.9;10.545.10;10.581.40;10.427.70;246.84M
14.07.2014;10606.3;10.602.50;10.640.00;10.526.60;189.42M
11.07.2014;10538.8;10.563.70;10.681.50;10.489.80;240.40M
10.07.2014;10533.6;10.743.60;10.743.60;10.423.60;378.31M
09.07.2014;10746.9;10.736.40;10.771.00;10.680.90;264.37M
08.07.2014;10689.1;10.898.70;10.920.90;10.663.00;348.81M
07.07.2014;10888.5;10.986.00;11.005.20;10.874.50;159.94M
04.07.2014;11009.4;11.082.70;11.084.00;11.004.80;151.36M
03.07.2014;11090;11.001.70;11.100.20;10.958.10;231.68M
02.07.2014;11016.2;11.009.00;11.037.50;10.955.20;206.19M
01.07.2014;11007.8;10.954.50;11.007.80;10.911.90;271.83M
30.06.2014;10923.5;10.975.60;10.996.30;10.850.60;198.88M
27.06.2014;10959.9;11.010.20;11.059.80;10.924.20;172.85M
26.06.2014;10989;11.006.00;11.046.40;10.910.80;237.04M
25.06.2014;10966.7;11.058.10;11.069.50;10.890.20;340.43M
24.06.2014;11105.9;11.147.60;11.168.80;11.082.50;183.08M
23.06.2014;11118.3;11.163.40;11.185.10;11.093.90;176.42M
20.06.2014;11155.1;11.174.90;11.215.80;11.142.60;385.51M
19.06.2014;11187.8;11.192.40;11.249.40;11.158.80;222.99M
18.06.2014;11112.3;11.082.40;11.130.80;11.052.70;197.07M
17.06.2014;11058.5;11.031.10;11.093.50;11.013.00;198.94M
16.06.2014;11008.2;11.055.00;11.099.20;10.971.70;213.70M
13.06.2014;11113.7;11.079.00;11.134.30;11.010.00;197.26M
12.06.2014;11088.5;11.081.70;11.137.30;11.046.00;186.19M
11.06.2014;11074.9;11.134.40;11.167.80;11.045.20;211.58M
10.06.2014;11153.5;11.136.60;11.177.60;11.095.60;246.60M
09.06.2014;11164.1;11.089.80;11.188.20;11.057.70;267.30M
06.06.2014;11064.3;10.917.60;11.085.10;10.888.40;338.35M
05.06.2014;10876.4;10.761.00;10.970.00;10.714.20;382.16M
04.06.2014;10755.6;10.756.20;10.775.10;10.667.20;193.39M
03.06.2014;10776.7;10.838.30;10.873.60;10.744.30;206.17M
02.06.2014;10827.4;10.819.00;10.877.40;10.800.20;196.10M
30.05.2014;10798.7;10.708.10;10.803.40;10.697.80;319.90M
29.05.2014;10734.8;10.755.70;10.770.30;10.665.00;182.66M
28.05.2014;10757.2;10.701.50;10.757.20;10.672.20;236.69M
27.05.2014;10714.2;10.669.30;10.744.80;10.659.40;208.49M
26.05.2014;10687.5;10.593.80;10.695.50;10.576.30;141.44M
23.05.2014;10558.9;10.525.50;10.576.50;10.466.00;159.88M
22.05.2014;10520.6;10.552.10;10.558.00;10.474.90;205.29M
21.05.2014;10531.4;10.407.40;10.547.50;10.364.10;205.71M
20.05.2014;10453.8;10.418.40;10.479.00;10.401.60;245.81M
19.05.2014;10425.5;10.469.70;10.526.00;10.307.30;243.53M
16.05.2014;10478.7;10.354.10;10.494.90;10.282.40;312.92M
15.05.2014;10365;10.616.50;10.665.10;10.323.40;409.94M
14.05.2014;10613.9;10.602.80;10.639.10;10.521.60;248.10M
13.05.2014;10587.2;10.587.30;10.600.90;10.533.40;272.28M
12.05.2014;10567;10.512.40;10.578.20;10.478.20;243.56M
09.05.2014;10487.2;10.573.00;10.592.60;10.438.70;324.68M
08.05.2014;10591.2;10.448.90;10.597.90;10.412.50;291.31M
07.05.2014;10413.8;10.402.00;10.494.50;10.371.50;271.54M
06.05.2014;10481.4;10.504.90;10.549.20;10.414.80;224.63M
05.05.2014;10477;10.460.20;10.502.70;10.342.50;208.23M
02.05.2014;10474.5;10.453.60;10.541.00;10.441.30;196.33M
30.04.2014;10459;10.424.70;10.500.40;10.397.70;280.91M
29.04.2014;10461;10.348.50;10.488.50;10.342.60;285.72M
28.04.2014;10320.9;10.351.30;10.391.30;10.247.90;187.97M
25.04.2014;10306.2;10.398.50;10.442.90;10.281.00;191.45M
24.04.2014;10462;10.487.00;10.531.10;10.338.70;236.76M
23.04.2014;10424.4;10.439.30;10.482.50;10.394.90;258.92M
22.04.2014;10437.8;10.339.10;10.449.00;10.279.70;238.30M
17.04.2014;10292.4;10.290.60;10.316.20;10.184.90;231.00M
16.04.2014;10267.9;10.210.60;10.267.90;10.179.40;217.02M
15.04.2014;10103.5;10.199.80;10.247.80;10.071.60;253.74M
14.04.2014;10188.2;10.097.70;10.191.30;9.984.30;318.27M
11.04.2014;10205.4;10.272.30;10.332.10;10.091.10;366.86M
10.04.2014;10336.1;10.523.70;10.536.60;10.326.40;335.98M
09.04.2014;10485.2;10.493.40;10.571.50;10.477.20;241.31M
08.04.2014;10480.5;10.611.40;10.626.60;10.384.10;335.48M
07.04.2014;10606.2;10.594.10;10.678.20;10.561.30;216.04M
04.04.2014;10677.2;10.612.50;10.705.10;10.572.30;300.10M
03.04.2014;10584.1;10.462.20;10.644.40;10.451.50;337.37M
02.04.2014;10435.8;10.477.80;10.503.70;10.391.30;237.13M
01.04.2014;10463.1;10.368.10;10.487.60;10.359.50;310.89M
31.03.2014;10340.5;10.349.60;10.420.60;10.325.90;339.24M
28.03.2014;10328.9;10.239.80;10.341.90;10.208.80;263.01M
27.03.2014;10199;10.118.20;10.204.40;10.087.10;255.55M
26.03.2014;10140.8;10.029.00;10.180.40;9.994.10;279.65M
25.03.2014;9990.5;9.939.80;10.035.20;9.885.60;267.19M
24.03.2014;9913.1;10.061.70;10.090.00;9.868.70;282.61M
21.03.2014;10053.1;10.094.80;10.157.50;10.042.40;442.91M
20.03.2014;10079.9;10.008.00;10.085.50;9.970.90;253.70M
19.03.2014;10093.3;10.085.50;10.135.50;10.022.80;186.68M
18.03.2014;10051.4;9.975.10;10.109.30;9.902.80;268.47M
17.03.2014;9975;9.822.90;9.992.50;9.811.20;267.21M
14.03.2014;9812;9.881.40;9.944.30;9.703.10;469.89M
13.03.2014;9950.3;10.112.30;10.117.80;9.950.30;238.53M
12.03.2014;10070.4;10.128.60;10.169.00;9.984.20;263.71M
11.03.2014;10163.3;10.234.90;10.245.00;10.137.90;212.30M
10.03.2014;10194.6;10.151.40;10.292.00;10.119.10;329.69M
07.03.2014;10164.2;10.327.50;10.345.30;10.147.60;260.26M
06.03.2014;10304;10.251.00;10.358.90;10.247.50;301.32M
05.03.2014;10215.2;10.104.90;10.249.60;10.089.10;348.12M
04.03.2014;10126.7;9.991.10;10.126.70;9.955.20;330.19M
03.03.2014;9878.7;9.951.60;9.991.60;9.855.10;391.42M
28.02.2014;10114.2;10.172.40;10.174.20;9.996.10;439.19M
27.02.2014;10164.1;10.213.30;10.228.10;10.063.90;253.33M
26.02.2014;10224.3;10.243.90;10.269.00;10.191.70;215.46M
25.02.2014;10242.5;10.176.10;10.242.70;10.150.90;239.98M
24.02.2014;10193.1;10.060.20;10.193.10;10.035.30;238.49M
21.02.2014;10071;10.104.10;10.108.80;10.009.20;227.19M
20.02.2014;10062.2;9.945.50;10.062.20;9.918.50;284.53M
19.02.2014;10053.8;10.021.30;10.102.70;9.945.90;295.42M
18.02.2014;10042.7;10.109.50;10.114.50;9.988.80;286.23M
17.02.2014;10118.6;10.155.10;10.181.90;10.084.60;167.51M
14.02.2014;10132.8;10.111.00;10.184.70;10.057.80;240.16M
13.02.2014;10098.9;10.046.20;10.098.90;9.950.00;321.60M
12.02.2014;10080.8;10.126.10;10.151.30;10.041.30;371.61M
11.02.2014;10091.2;10.044.80;10.091.20;9.985.00;313.94M
10.02.2014;9982.7;10.114.20;10.117.80;9.943.80;232.43M
07.02.2014;10072.4;9.996.00;10.086.70;9.910.70;328.60M
06.02.2014;9964.6;9.840.70;9.983.70;9.807.20;393.67M
05.02.2014;9775;9.752.40;9.837.50;9.700.40;267.97M
04.02.2014;9754.3;9.684.70;9.814.20;9.654.80;306.71M
03.02.2014;9725.4;9.911.50;9.980.10;9.712.50;280.16M
31.01.2014;9920.2;9.974.40;9.993.20;9.761.80;343.62M
30.01.2014;9964.5;9.890.70;9.995.50;9.775.70;311.98M
29.01.2014;9896.2;9.986.10;10.054.10;9.716.50;368.66M
28.01.2014;9879.1;9.838.70;9.922.80;9.802.50;298.26M
27.01.2014;9758.4;9.877.00;9.915.90;9.725.70;380.96M
24.01.2014;9868.9;10.214.70;10.240.80;9.835.50;531.98M
23.01.2014;10241.2;10.254.10;10.350.90;10.215.80;327.84M
22.01.2014;10279.7;10.399.50;10.440.50;10.241.50;295.36M
21.01.2014;10357.4;10.469.80;10.510.50;10.344.20;239.28M
20.01.2014;10454.1;10.440.00;10.485.90;10.403.50;183.41M
17.01.2014;10465.7;10.453.70;10.501.80;10.393.50;288.50M
16.01.2014;10455.5;10.532.20;10.552.70;10.441.40;331.15M
15.01.2014;10525;10.380.80;10.529.80;10.368.40;381.46M
14.01.2014;10382;10.274.10;10.382.00;10.223.10;343.75M
13.01.2014;10365.5;10.336.30;10.396.00;10.298.30;347.56M
10.01.2014;10290.6;10.293.60;10.361.80;10.248.80;283.44M
09.01.2014;10234.2;10.255.70;10.383.00;10.186.30;389.29M
08.01.2014;10253.6;10.190.40;10.282.00;10.117.20;479.86M
07.01.2014;10178.7;9.912.50;10.188.50;9.881.90;514.20M
06.01.2014;9888.5;9.768.40;9.928.70;9.766.40;188.62M
03.01.2014;9798;9.765.00;9.830.10;9.722.50;209.22M
02.01.2014;9760.3;9.923.60;9.952.00;9.758.40;304.38M
31.12.2013;9916.7;9.910.50;9.923.30;9.881.70;79.59M
30.12.2013;9901.9;9.919.50;9.949.80;9.864.80;188.24M
27.12.2013;9900.1;9.839.70;9.900.10;9.826.30;180.13M
24.12.2013;9819.5;9.767.30;9.826.40;9.756.30;85.83M
23.12.2013;9758.4;9.696.10;9.758.40;9.650.50;185.89M
20.12.2013;9689.9;9.681.80;9.721.90;9.623.40;396.90M
19.12.2013;9664.3;9.537.00;9.664.30;9.535.80;274.06M
18.12.2013;9443.6;9.398.20;9.456.70;9.348.30;190.49M
17.12.2013;9343.4;9.395.00;9.425.30;9.343.40;156.69M
16.12.2013;9429.5;9.270.30;9.463.80;9.264.70;204.90M
13.12.2013;9272.7;9.262.40;9.361.20;9.242.90;160.21M
12.12.2013;9272.1;9.340.50;9.370.50;9.245.30;183.49M
11.12.2013;9358.7;9.453.30;9.493.10;9.355.10;206.93M
10.12.2013;9438.3;9.469.90;9.556.10;9.418.50;151.93M
09.12.2013;9487.4;9.414.40;9.499.00;9.389.90;225.52M
06.12.2013;9400.5;9.406.20;9.418.90;9.232.10;247.01M
05.12.2013;9392.1;9.528.10;9.583.00;9.384.70;242.68M
04.12.2013;9540.5;9.616.60;9.654.10;9.496.60;189.02M
03.12.2013;9605;9.743.90;9.743.90;9.605.00;275.22M
02.12.2013;9745.5;9.838.20;9.852.70;9.715.60;170.20M
29.11.2013;9837.6;9.876.00;9.923.30;9.824.60;179.88M
28.11.2013;9859.8;9.823.10;9.892.90;9.814.20;155.23M
27.11.2013;9808.4;9.750.20;9.828.10;9.706.50;173.65M
26.11.2013;9714.6;9.692.20;9.743.20;9.659.80;263.27M
25.11.2013;9689.1;9.724.50;9.753.90;9.656.50;171.69M
22.11.2013;9677.4;9.622.70;9.701.80;9.588.00;183.66M
21.11.2013;9599.3;9.502.80;9.614.50;9.467.00;161.72M
20.11.2013;9559.5;9.615.00;9.636.10;9.507.00;228.66M
19.11.2013;9629.8;9.750.10;9.751.70;9.626.20;180.78M
18.11.2013;9783.1;9.679.60;9.853.60;9.640.70;200.88M
15.11.2013;9695.9;9.716.90;9.749.30;9.650.40;185.95M
14.11.2013;9708.7;9.769.10;9.784.80;9.610.40;309.21M
13.11.2013;9675.2;9.674.70;9.740.80;9.615.20;199.52M
12.11.2013;9707.6;9.780.10;9.824.10;9.684.10;181.54M
11.11.2013;9789.5;9.757.20;9.819.60;9.670.00;123.21M
08.11.2013;9747.2;9.684.90;9.778.60;9.613.60;271.39M
07.11.2013;9740.4;9.835.70;10.025.90;9.712.60;359.24M
06.11.2013;9837.1;9.804.20;9.887.40;9.781.20;178.25M
05.11.2013;9795.7;9.916.00;9.923.90;9.731.90;222.79M
04.11.2013;9873.8;9.873.90;9.917.30;9.827.30;162.71M
01.11.2013;9838.3;9.906.60;9.929.10;9.816.50;142.50M
31.10.2013;9907.9;9.754.80;9.909.90;9.739.30;258.12M
30.10.2013;9778.7;9.862.90;9.980.20;9.744.10;240.98M
29.10.2013;9863.9;9.699.70;9.873.00;9.665.60;256.18M
28.10.2013;9736.2;9.840.00;9.864.00;9.675.00;232.99M
25.10.2013;9815.5;9.856.00;9.887.50;9.772.30;240.61M
24.10.2013;9915.4;9.808.00;9.915.40;9.808.00;224.52M
23.10.2013;9828.3;9.960.30;9.965.10;9.792.30;300.67M
22.10.2013;10012.9;10.022.30;10.054.90;9.992.90;207.25M
21.10.2013;10037.8;10.019.60;10.063.90;9.966.00;226.98M
18.10.2013;10001.8;9.946.60;10.002.60;9.915.50;234.13M
17.10.2013;9918;9.854.90;9.918.40;9.817.10;231.68M
16.10.2013;9879;9.733.10;9.890.70;9.724.00;269.12M
15.10.2013;9805.3;9.733.60;9.805.30;9.699.20;250.63M
14.10.2013;9696;9.631.70;9.701.00;9.615.30;161.74M
11.10.2013;9668.5;9.707.30;9.707.30;9.624.40;204.91M
10.10.2013;9660.5;9.499.50;9.695.10;9.485.70;313.98M
09.10.2013;9439;9.302.40;9.470.80;9.295.60;215.02M
08.10.2013;9318.9;9.388.20;9.410.80;9.311.30;226.70M
07.10.2013;9381.9;9.380.40;9.389.20;9.321.60;165.53M
04.10.2013;9420.9;9.289.00;9.432.70;9.267.60;220.14M
03.10.2013;9295.7;9.367.60;9.383.40;9.260.40;162.51M
02.10.2013;9350;9.315.70;9.378.20;9.272.90;196.88M
01.10.2013;9341.5;9.177.60;9.346.90;9.173.40;216.83M
30.09.2013;9186.1;9.073.20;9.199.70;9.036.90;204.35M
27.09.2013;9228.4;9.283.10;9.299.10;9.191.60;237.70M
26.09.2013;9272.4;9.253.60;9.285.90;9.176.40;238.81M
25.09.2013;9242.9;9.154.70;9.249.50;9.120.10;205.47M
24.09.2013;9167.6;9.109.70;9.171.70;9.076.40;182.43M
23.09.2013;9109.5;9.163.80;9.187.80;9.057.50;186.87M
20.09.2013;9171.8;9.121.90;9.171.80;9.118.40;288.15M
19.09.2013;9153.7;9.193.10;9.198.70;9.096.10;297.74M
18.09.2013;9062.5;9.019.40;9.072.40;8.995.50;236.02M
17.09.2013;8992;8.992.50;9.005.50;8.911.70;177.12M
16.09.2013;8999.5;9.017.50;9.056.30;8.960.30;197.76M
13.09.2013;8941.6;8.901.10;8.951.60;8.863.70;188.25M
12.09.2013;8924.2;8.878.20;8.951.40;8.861.60;261.21M
11.09.2013;8875.2;8.789.50;8.882.60;8.761.40;255.35M
10.09.2013;8801.6;8.698.10;8.813.90;8.678.30;273.34M
09.09.2013;8632.5;8.628.90;8.645.20;8.568.70;152.84M
06.09.2013;8655;8.534.30;8.678.80;8.524.00;219.66M
05.09.2013;8550;8.512.80;8.564.10;8.473.00;213.56M
04.09.2013;8490.3;8.473.30;8.517.90;8.358.60;159.26M
03.09.2013;8445.2;8.438.50;8.513.60;8.331.10;142.58M
02.09.2013;8429.6;8.370.20;8.476.20;8.369.80;155.57M
30.08.2013;8290.5;8.406.20;8.424.30;8.290.50;172.00M
29.08.2013;8432.1;8.433.70;8.458.10;8.354.00;142.64M
28.08.2013;8398.1;8.367.60;8.421.90;8.275.90;192.42M
27.08.2013;8394;8.596.50;8.643.30;8.378.50;208.05M
26.08.2013;8649.9;8.669.60;8.717.00;8.590.40;81.29M
